weapon,fire_count,hit,damage_0_rate,distance_mean,distance_min,distance_max,HeadShot,NeckShot,TorsoShot,PelvisShot,ArmShot,LegShot,NonSpecific,player_name
M416,28,0.107,0.0,5.91,5.2,6.72,0.0,0.0,2.0,1.0,0.0,0.0,0.0,kukuna1
MP5K,22,0.045,0.6666666666666666,16.043333333333333,6.12,35.62,0.0,0.0,2.0,0.0,1.0,0.0,0.0,ForSpumpkin
Beryl M762,11,0.091,0.0,7.7,7.7,7.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,LAO-JIA-DE-DIE
Beryl M762,27,0.111,0.0,72.33333333333333,72.0,73.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,Ethan-cool
M16A4,24,0.042,0.8888888888888888,4.664444444444445,3.52,6.25,2.0,0.0,5.0,0.0,1.0,1.0,0.0,Ethan-cool
MP5K,83,0.036,0.8,22.986,17.94,41.16,0.0,0.0,8.0,0.0,3.0,4.0,0.0,Mr_wish
M24,4,0.5,0.3333333333333333,136.51333333333332,122.06,144.14,2.0,0.0,1.0,0.0,0.0,0.0,0.0,Refuse111
ACE32,21,0.048,0.8333333333333334,23.883333333333336,22.56,27.19,1.0,0.0,3.0,1.0,0.0,1.0,0.0,Zhuhaidajiba
Frag Grenade,3,0.333,0.0,51.65,51.65,51.65,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Zhuhaidajiba
Kar98k,18,0.111,0.5,178.6175,173.4,185.81,0.0,0.0,3.0,0.0,0.0,1.0,0.0,Zhuhaidajiba
MP5K,111,0.144,0.4074074074074074,24.91296296296296,11.03,78.56,2.0,0.0,16.0,1.0,5.0,3.0,0.0,Zhuhaidajiba
ACE32,20,0.1,0.0,31.895,31.32,32.47,0.0,0.0,2.0,0.0,0.0,0.0,0.0,liuxin951
MP5K,14,0.143,0.0,0.865,0.79,0.94,2.0,0.0,0.0,0.0,0.0,0.0,0.0,liuxin951
Beryl M762,6,0.0,1.0,9.2,8.98,9.42,0.0,0.0,2.0,2.0,0.0,0.0,0.0,DHYB_
Micro UZI,44,0.295,0.5806451612903226,8.43741935483871,5.29,17.55,1.0,0.0,23.0,3.0,4.0,0.0,0.0,DHYB_
ACE32,14,0.286,0.0,30.355,29.11,31.12,0.0,0.0,2.0,0.0,1.0,1.0,0.0,chigeluobo
M24,13,0.154,0.0,130.57,80.99,180.15,1.0,0.0,1.0,0.0,0.0,0.0,0.0,chigeluobo
Frag Grenade,1,1.0,0.0,27.59,27.59,27.59,0.0,0.0,0.0,0.0,0.0,0.0,1.0,chigeboluo
AKM,79,0.063,0.5,16.6,3.15,20.33,3.0,0.0,5.0,0.0,2.0,0.0,0.0,soloFUDI
Frag Grenade,1,0.0,1.0,18.1,18.1,18.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,soloFUDI
M24,7,0.143,0.0,171.74,171.74,171.74,0.0,0.0,1.0,0.0,0.0,0.0,0.0,soloFUDI
M416,79,0.051,0.0,16.3375,7.8,24.95,1.0,0.0,0.0,2.0,1.0,0.0,0.0,123456aqr
Vector,19,0.158,0.0,7.546666666666667,7.48,7.61,0.0,0.0,3.0,0.0,0.0,0.0,0.0,BaiG19
M249,74,0.068,0.375,42.52125,3.89,58.53,1.0,0.0,3.0,1.0,1.0,2.0,0.0,sunnengneng8866
Beryl M762,81,0.074,0.4,36.286,6.9,62.59,3.0,0.0,3.0,1.0,0.0,3.0,0.0,HahageAK47
AUG,100,0.12,0.5384615384615384,11.564615384615385,4.24,33.96,2.0,0.0,11.0,4.0,3.0,6.0,0.0,Nerlich
M416,38,0.079,0.6666666666666666,22.306666666666665,2.14,36.53,1.0,0.0,4.0,1.0,0.0,3.0,0.0,YYDS3801
Beryl M762,174,0.103,0.3793103448275862,30.321379310344824,10.36,104.52,6.0,0.0,20.0,0.0,1.0,2.0,0.0,xh01261217
MP5K,149,0.067,0.4117647058823529,50.97529411764706,40.02,57.19,1.0,0.0,6.0,3.0,6.0,1.0,0.0,AoRiGeLe90
Mk12,25,0.32,0.1111111111111111,99.73444444444445,84.39,119.36,3.0,0.0,4.0,0.0,1.0,1.0,0.0,AoRiGeLe90
ACE32,29,0.138,0.0,12.9375,4.52,21.14,0.0,0.0,2.0,0.0,1.0,1.0,0.0,QianXiao-_
M24,3,0.333,0.0,134.47,134.47,134.47,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20210930xx
ACE32,70,0.1,0.46153846153846156,13.276153846153846,4.86,40.61,0.0,0.0,4.0,1.0,2.0,6.0,0.0,xiaokengkeng035
ACE32,16,0.125,0.0,27.54,27.54,27.54,0.0,0.0,1.0,0.0,0.0,1.0,0.0,GAm0zebZGdKPZ
M24,8,0.25,0.3333333333333333,121.39333333333333,114.22,130.11,1.0,0.0,1.0,0.0,1.0,0.0,0.0,GAm0zebZGdKPZ
ACE32,30,0.067,0.0,49.085,49.08,49.09,0.0,0.0,2.0,0.0,0.0,0.0,0.0,xiaoheiGOODhuo
Frag Grenade,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,xiaoheiGOODhuo
Frag Grenade,1,1.0,0.0,38.56,38.56,38.56,0.0,0.0,0.0,0.0,0.0,0.0,1.0,huatian321
M416,64,0.0,1.0,23.08,23.08,23.08,2.0,0.0,0.0,0.0,0.0,0.0,0.0,huatian321
Mk12,50,0.08,0.6,101.82000000000001,84.41,123.84,2.0,0.0,6.0,1.0,0.0,1.0,0.0,huatian321
Vector,183,0.005,0.0,79.4,79.4,79.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,vZUf2jwPnjP
ACE32,33,0.152,0.16666666666666666,23.554999999999996,17.47,33.39,1.0,0.0,5.0,0.0,0.0,0.0,0.0,dll9393
K2,65,0.138,0.625,26.374583333333334,15.32,30.97,3.0,0.0,15.0,2.0,3.0,1.0,0.0,AK47-KISS4U
M249,184,0.033,0.5384615384615384,24.293846153846154,13.39,59.87,3.0,0.0,3.0,5.0,2.0,0.0,0.0,ask1854
M16A4,30,0.167,0.4444444444444444,6.037777777777778,5.23,7.04,2.0,0.0,3.0,0.0,1.0,3.0,0.0,DAwoxianiMA
MP5K,14,0.143,0.6666666666666666,28.145,28.14,28.17,2.0,0.0,4.0,0.0,0.0,0.0,0.0,DuanFalbl
Mk12,41,0.146,0.6,63.49133333333334,50.42,82.12,0.0,0.0,8.0,6.0,0.0,1.0,0.0,DuanFalbl
UMP45,46,0.13,0.625,19.049375,18.87,19.43,2.0,0.0,7.0,5.0,1.0,1.0,0.0,DuanFalbl
Groza,85,0.082,0.2222222222222222,23.616666666666664,17.47,51.54,1.0,0.0,4.0,2.0,1.0,1.0,0.0,Thug_Gentleman
MP5K,42,0.095,0.0,19.6125,19.38,20.03,0.0,0.0,2.0,2.0,0.0,0.0,0.0,Thug_Gentleman
Mk12,25,0.08,0.0,135.555,107.25,163.86,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Thug_Gentleman
AUG,28,0.107,0.0,53.66,0.88,127.77,1.0,0.0,0.0,1.0,0.0,1.0,0.0,Daidaiii-
Kar98k,10,0.1,0.0,139.66,139.66,139.66,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Daidaiii-
AKM,8,0.125,0.0,6.9,6.9,6.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Killnermd
Groza,34,0.059,0.75,3.69,3.61,3.81,0.0,0.0,6.0,2.0,0.0,0.0,0.0,Ming-Xzj
AKM,7,0.286,0.0,5.375,5.3,5.45,0.0,0.0,1.0,0.0,0.0,1.0,0.0,AToTo007
AUG,37,0.054,0.0,20.98,20.98,20.98,0.0,0.0,2.0,0.0,0.0,0.0,0.0,DKAKJDF
MP5K,17,0.235,0.0,38.7275,38.51,38.93,0.0,0.0,0.0,1.0,0.0,3.0,0.0,DKAKJDF
Mk12,11,0.273,0.5,159.89666666666668,158.22,160.95,0.0,0.0,4.0,0.0,1.0,1.0,0.0,DKAKJDF
AUG,16,0.125,0.0,43.144999999999996,43.05,43.24,0.0,0.0,1.0,0.0,1.0,0.0,0.0,GG1-boom
M24,11,0.182,0.3333333333333333,183.62666666666667,176.63,189.69,0.0,0.0,1.0,0.0,1.0,1.0,0.0,GG1-boom
Kar98k,2,0.5,0.0,85.45,85.45,85.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,chuan1666666
Thompson,28,0.0,1.0,27.19333333333333,26.78,27.97,0.0,0.0,1.0,0.0,0.0,2.0,0.0,chuan1666666
ACE32,25,0.08,0.0,50.89,23.0,78.78,0.0,0.0,2.0,0.0,0.0,0.0,0.0,ZGlItianGshneG
Beryl M762,292,0.041,0.5384615384615384,40.75192307692308,7.46,95.03,3.0,0.0,13.0,2.0,3.0,5.0,0.0,y5gqpe2t0
Frag Grenade,4,0.75,0.25,39.3225,26.9,63.94,0.0,0.0,0.0,0.0,0.0,0.0,4.0,y5gqpe2t0
M24,7,0.286,0.0,89.195,74.28,104.11,1.0,0.0,1.0,0.0,0.0,0.0,0.0,y5gqpe2t0
MP5K,65,0.046,0.625,58.9625,47.16,91.19,2.0,0.0,4.0,2.0,0.0,0.0,0.0,y5gqpe2t0
Frag Grenade,2,0.0,1.0,51.75,51.75,51.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38js3ni40
M24,5,0.2,0.0,195.37,195.37,195.37,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38js3ni40
MP5K,234,0.026,0.3333333333333333,40.40555555555555,38.98,41.3,1.0,0.0,6.0,0.0,2.0,0.0,0.0,38js3ni40
M16A4,25,0.12,0.8,6.034,5.82,6.1,1.0,0.0,7.0,0.0,3.0,4.0,0.0,Davis-Momo
MP5K,58,0.069,0.0,13.4,12.5,14.88,0.0,0.0,3.0,0.0,0.0,1.0,0.0,ZCL880
MP5K,56,0.107,0.7391304347826086,14.670000000000002,4.63,33.4,1.0,0.0,12.0,4.0,1.0,5.0,0.0,4am_068774485
Frag Grenade,1,1.0,0.0,30.71,30.71,30.71,0.0,0.0,0.0,0.0,0.0,0.0,1.0,yudi99991
K2,38,0.079,0.0,49.080000000000005,49.08,49.08,0.0,0.0,2.0,1.0,0.0,0.0,0.0,yudi99991
Beryl M762,80,0.088,0.36363636363636365,24.12090909090909,19.25,27.47,1.0,0.0,4.0,2.0,0.0,4.0,0.0,Cemcihtm779
MP5K,32,0.125,0.0,25.8825,25.16,26.33,0.0,0.0,0.0,1.0,2.0,1.0,0.0,LaurenDacey
MP5K,15,0.2,0.4,22.566,18.72,25.13,0.0,0.0,5.0,0.0,0.0,0.0,0.0,Rexuenaner_-
ACE32,188,0.08,0.2857142857142857,32.64380952380952,15.4,49.77,3.0,0.0,13.0,3.0,1.0,1.0,0.0,Aacai_Gor
Frag Grenade,4,0.25,0.6666666666666666,58.053333333333335,46.0,64.27,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Aacai_Gor
Vector,43,0.023,0.9375,8.746875000000001,4.54,15.72,1.0,0.0,13.0,0.0,1.0,1.0,0.0,MY-Gun-God
ACE32,80,0.175,0.3333333333333333,35.76619047619048,28.22,38.31,1.0,0.0,10.0,6.0,2.0,2.0,0.0,l_adore
M416,43,0.093,0.0,53.03,48.54,54.98,0.0,0.0,3.0,0.0,1.0,0.0,0.0,l_adore
AKM,17,0.176,0.0,34.32666666666666,33.68,34.8,0.0,0.0,1.0,1.0,1.0,0.0,0.0,henannanyang6
AUG,22,0.182,0.0,25.3825,25.27,25.5,0.0,0.0,4.0,0.0,0.0,0.0,0.0,Nfc46Uy
M416,48,0.125,0.0,48.115,42.26,53.04,0.0,0.0,1.0,1.0,1.0,3.0,0.0,Nfc46Uy
Frag Grenade,2,1.0,0.0,55.34,54.2,56.48,0.0,0.0,0.0,0.0,0.0,0.0,2.0,e3mnr5s57
AUG,75,0.053,0.0,54.7725,49.67,69.94,0.0,0.0,1.0,1.0,0.0,2.0,0.0,Moon-Shadow_
AUG,131,0.13,0.34615384615384615,43.533461538461545,18.36,131.96,2.0,0.0,14.0,3.0,4.0,3.0,0.0,Leung_Gor
Frag Grenade,5,0.4,0.0,21.345,19.1,23.59,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Leung_Gor
Mini14,6,0.167,0.0,128.3,128.3,128.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Leung_Gor
Mk12,16,0.25,0.0,98.1825,95.68,101.1,1.0,0.0,2.0,0.0,0.0,1.0,0.0,Leung_Gor
UMP45,77,0.13,0.6,18.3128,15.28,28.45,0.0,0.0,14.0,4.0,6.0,1.0,0.0,Leung_Gor
Frag Grenade,1,1.0,0.0,34.36,34.36,34.36,0.0,0.0,0.0,0.0,0.0,0.0,1.0,NGZ-DaShouZi
SKS,10,0.2,0.0,108.49000000000001,90.14,126.84,0.0,0.0,0.0,0.0,1.0,1.0,0.0,China_Mo_han
Beryl M762,35,0.086,0.8,14.548,14.05,15.38,3.0,0.0,9.0,3.0,0.0,0.0,0.0,Kek-Boss
Frag Grenade,3,0.667,0.3333333333333333,10.093333333333334,2.49,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Kek-Boss
ACE32,82,0.098,0.42857142857142855,35.528571428571425,4.23,57.5,3.0,0.0,8.0,1.0,1.0,1.0,0.0,Ser-88_
ACE32,119,0.067,0.3333333333333333,20.6525,17.16,24.45,2.0,0.0,7.0,0.0,1.0,2.0,0.0,maimaiYang_
AKM,13,0.0,1.0,13.31,13.31,13.31,0.0,0.0,2.0,1.0,2.0,2.0,0.0,maimaiYang_
Frag Grenade,4,0.25,0.0,25.57,25.57,25.57,0.0,0.0,0.0,0.0,0.0,0.0,1.0,maimaiYang_
Kar98k,7,0.286,0.3333333333333333,61.88,20.61,103.68,3.0,0.0,0.0,0.0,0.0,0.0,0.0,maimaiYang_
M416,13,0.385,0.4444444444444444,17.485555555555557,11.94,19.19,2.0,0.0,7.0,0.0,0.0,0.0,0.0,mingyezhixiang
MP5K,56,0.018,0.0,50.72,50.72,50.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,daxiangjiao1214
Vector,47,0.106,0.6153846153846154,34.142307692307696,31.39,36.04,1.0,0.0,9.0,0.0,2.0,1.0,0.0,daxiangjiao1214
AKM,61,0.066,0.0,62.95,55.45,66.05,0.0,0.0,3.0,0.0,0.0,1.0,0.0,HuangTian-D
Thompson,42,0.071,0.7692307692307693,6.583076923076923,6.12,7.68,2.0,0.0,7.0,2.0,1.0,1.0,0.0,HFUCIZH
Frag Grenade,1,1.0,0.0,40.85,40.85,40.85,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Lovebaby_X
MP5K,80,0.138,0.35294117647058826,29.845882352941175,22.6,40.58,3.0,0.0,8.0,1.0,2.0,3.0,0.0,Lovebaby_X
AUG,22,0.045,0.0,70.8,70.8,70.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Chinese_WangWei
ACE32,80,0.075,0.5,42.64333333333334,5.03,52.65,1.0,0.0,8.0,1.0,1.0,1.0,0.0,VitocNahum
Frag Grenade,1,1.0,0.0,52.24,52.24,52.24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VitocNahum
M416,36,0.167,0.0,42.26,42.26,42.26,0.0,0.0,0.0,0.0,1.0,5.0,0.0,ZHU167860371
Thompson,119,0.05,0.7142857142857143,16.026190476190475,5.58,59.98,4.0,0.0,8.0,5.0,2.0,2.0,0.0,QBZ1QBZ
Frag Grenade,2,0.0,1.0,35.35,35.35,35.35,0.0,0.0,0.0,0.0,0.0,0.0,1.0,oumoneybabyhome
M24,13,0.154,0.0,96.24000000000001,86.62,105.86,0.0,0.0,1.0,1.0,0.0,0.0,0.0,oumoneybabyhome
ACE32,129,0.047,0.14285714285714285,54.04571428571428,20.04,73.14,0.0,0.0,5.0,0.0,2.0,0.0,0.0,VN_TGNKT
M24,5,0.2,0.0,137.34,137.34,137.34,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DSC-1017
ACE32,62,0.177,0.15384615384615385,29.27846153846154,21.73,38.71,2.0,0.0,6.0,0.0,2.0,3.0,0.0,BBsheriff
Frag Grenade,5,0.2,0.0,34.09,34.09,34.09,0.0,0.0,0.0,0.0,0.0,0.0,1.0,BBsheriff
AUG,28,0.071,0.0,21.415,21.01,21.82,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Likeyoua-_-
Mini14,27,0.111,0.0,134.0533333333333,95.55,156.07,0.0,0.0,1.0,0.0,1.0,1.0,0.0,Likeyoua-_-
ACE32,113,0.053,0.0,50.66166666666667,23.35,75.7,1.0,0.0,1.0,2.0,0.0,2.0,0.0,Tren----D
M24,10,0.4,0.42857142857142855,126.92428571428572,80.67,192.84,1.0,0.0,6.0,0.0,0.0,0.0,0.0,Tren----D
Thompson,37,0.0,1.0,25.66,23.55,28.62,0.0,0.0,1.0,1.0,1.0,4.0,0.0,Tren----D
Beryl M762,26,0.038,0.0,54.6,54.6,54.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,steam--wu-yan
M24,7,0.286,0.3333333333333333,88.55,78.43,103.03,0.0,0.0,1.0,1.0,0.0,1.0,0.0,Hob1nAill
M416,105,0.01,0.8333333333333334,15.503333333333332,11.87,31.97,2.0,0.0,3.0,0.0,0.0,1.0,0.0,Hob1nAill
Beryl M762,64,0.109,0.0,21.268571428571427,16.45,22.68,0.0,0.0,5.0,1.0,1.0,0.0,0.0,wliuwen
Frag Grenade,2,1.0,0.0,20.445,4.75,36.14,0.0,0.0,0.0,0.0,0.0,0.0,2.0,wliuwen
Beryl M762,239,0.004,0.0,38.66,38.66,38.66,0.0,0.0,1.0,0.0,0.0,0.0,0.0,XGSMMZN
M16A4,12,0.0,1.0,16.583333333333332,15.98,17.07,0.0,0.0,0.0,3.0,0.0,6.0,0.0,guomenxi123
ACE32,29,0.034,0.0,18.87,18.87,18.87,0.0,0.0,1.0,0.0,0.0,0.0,0.0,uOjLkYWZqv8T1
Beryl M762,37,0.162,0.625,13.215625,1.28,32.72,1.0,0.0,10.0,1.0,4.0,0.0,0.0,chenshu1227
MP5K,25,0.2,0.0,15.142000000000001,13.7,16.43,0.0,0.0,3.0,0.0,0.0,2.0,0.0,NTEX1998
Micro UZI,59,0.068,0.0,48.935,47.84,49.32,0.0,0.0,4.0,0.0,0.0,0.0,0.0,TangQAQMu
ACE32,9,0.222,0.5,56.1725,55.89,56.46,0.0,0.0,2.0,0.0,0.0,2.0,0.0,xMISAMISAx
MP5K,55,0.091,0.0,56.467999999999996,17.19,93.14,0.0,0.0,3.0,0.0,0.0,2.0,0.0,xMISAMISAx
AUG,63,0.111,0.5625,13.428125,3.9,35.47,2.0,0.0,11.0,0.0,3.0,0.0,0.0,HTKKD
Molotov Cocktail,1,1.0,0.0,1.07,1.07,1.07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DEEP-LAO
SKS,20,0.2,0.0,54.4875,42.52,80.77,1.0,0.0,2.0,1.0,0.0,0.0,0.0,DEEP-LAO
M416,40,0.05,0.0,37.519999999999996,36.92,38.12,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Ben_Tk
SKS,17,0.118,0.0,136.805,136.53,137.08,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Ben_Tk
AUG,128,0.016,0.0,19.61,19.54,19.68,0.0,0.0,0.0,1.0,1.0,0.0,0.0,wyw15-
M416,36,0.167,0.5384615384615384,7.135384615384615,3.05,18.78,0.0,0.0,10.0,0.0,3.0,0.0,0.0,Ang-OGL
UMP45,51,0.118,0.625,10.8925,7.55,14.45,2.0,0.0,10.0,1.0,1.0,2.0,0.0,Ang-OGL
AKM,36,0.194,0.4166666666666667,13.133333333333333,7.01,21.04,2.0,0.0,4.0,1.0,4.0,1.0,0.0,yangbyaa
AUG,50,0.14,0.0,44.48714285714285,17.19,78.99,1.0,0.0,3.0,1.0,1.0,1.0,0.0,yangbyaa
Kar98k,5,0.2,0.5,61.875,61.18,62.57,1.0,0.0,1.0,0.0,0.0,0.0,0.0,August_vvv
P90,61,0.115,0.36363636363636365,34.31272727272727,23.67,70.11,0.0,0.0,6.0,0.0,1.0,4.0,0.0,August_vvv
Beryl M762,39,0.026,0.0,26.11,26.11,26.11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Shh8888
SKS,85,0.071,0.4,212.54299999999998,60.31,715.96,0.0,0.0,5.0,1.0,0.0,4.0,0.0,Shh8888
ACE32,108,0.056,0.625,14.98375,6.75,28.05,1.0,0.0,10.0,1.0,1.0,3.0,0.0,LAOSAOBI_HZJ
Kar98k,6,0.333,0.0,69.41,62.68,76.14,0.0,0.0,2.0,0.0,0.0,0.0,0.0,LAOSAOBI_HZJ
ACE32,5,0.2,0.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,AMIYA-L
AUG,235,0.038,0.3076923076923077,31.87923076923077,10.18,51.22,4.0,0.0,4.0,0.0,4.0,1.0,0.0,bOluuuu
Kar98k,8,0.375,0.0,205.94333333333336,89.48,370.56,0.0,0.0,3.0,0.0,0.0,0.0,0.0,bOluuuu
Beryl M762,88,0.057,0.0,28.216,18.55,40.13,2.0,0.0,2.0,1.0,0.0,0.0,0.0,Lord_of_Erangel
Kar98k,18,0.056,0.0,75.52,75.52,75.52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Lord_of_Erangel
AUG,17,0.176,0.4,30.404000000000003,28.94,31.74,0.0,0.0,2.0,1.0,1.0,1.0,0.0,biejingtiananmei
Mk12,6,0.167,0.0,75.73,75.73,75.73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,biejingtiananmei
M24,19,0.053,0.5,209.355,82.62,336.09,1.0,0.0,1.0,0.0,0.0,0.0,0.0,TruongDang0210
M416,35,0.2,0.3,3.751,3.4,4.23,0.0,0.0,6.0,3.0,0.0,1.0,0.0,TruongDang0210
MP5K,126,0.151,0.2692307692307692,6.601538461538461,1.75,12.29,2.0,0.0,16.0,3.0,3.0,2.0,0.0,BAttegsnm
M249,99,0.081,0.2,16.005000000000003,6.82,29.2,1.0,0.0,4.0,1.0,1.0,3.0,0.0,xiaodongdong1999
Mk12,44,0.182,0.1111111111111111,159.63777777777779,75.69,268.71,0.0,0.0,3.0,2.0,4.0,0.0,0.0,xiaodongdong1999
MP5K,30,0.133,0.7647058823529411,4.236470588235294,4.08,4.37,3.0,0.0,9.0,1.0,2.0,2.0,0.0,tuong2k8
AKM,19,0.105,0.8,3.653,2.3,4.3,2.0,0.0,8.0,0.0,0.0,0.0,0.0,WensangTT
Mini14,15,0.133,0.0,76.97999999999999,68.07,85.89,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Saanjii99
ACE32,9,0.111,0.0,49.83,49.83,49.83,0.0,0.0,0.0,0.0,0.0,1.0,0.0,CHEN1DOG1
Frag Grenade,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CHEN1DOG1
Thompson,30,0.067,0.8461538461538461,7.244615384615385,6.71,8.29,1.0,0.0,7.0,2.0,0.0,3.0,0.0,CHEN1DOG1
AKM,49,0.245,0.29411764705882354,19.681764705882355,1.27,31.61,2.0,0.0,7.0,1.0,3.0,4.0,0.0,baotram2024
M16A4,36,0.222,0.6,14.473500000000001,2.18,27.45,2.0,0.0,11.0,2.0,2.0,3.0,0.0,Shaoyuzhe
Beryl M762,62,0.016,0.0,6.82,6.82,6.82,0.0,0.0,1.0,0.0,0.0,0.0,0.0,SOSJJA
Mk12,156,0.026,0.75,163.6825,120.92,233.72,1.0,0.0,6.0,4.0,0.0,5.0,0.0,SOSJJA
ACE32,21,0.095,0.3333333333333333,5.47,3.14,6.74,1.0,0.0,1.0,0.0,1.0,0.0,0.0,chi335
AKM,30,0.1,0.7,7.437,2.56,12.62,0.0,0.0,6.0,2.0,1.0,1.0,0.0,Fukustabbystabby
ACE32,38,0.263,0.5833333333333334,10.226666666666667,3.11,39.1,2.0,0.0,16.0,6.0,0.0,0.0,0.0,BigCakeRice
AKM,49,0.163,0.2727272727272727,51.8109090909091,32.79,83.97,2.0,0.0,5.0,0.0,2.0,2.0,0.0,KarmaSy2
M16A4,28,0.143,0.5555555555555556,7.297777777777778,2.63,13.16,1.0,0.0,8.0,0.0,0.0,0.0,0.0,KarmaSy2
MP5K,147,0.034,0.6153846153846154,16.457692307692305,7.62,42.0,1.0,0.0,9.0,0.0,1.0,2.0,0.0,Kongyuan56
MP5K,40,0.025,0.0,75.69,75.69,75.69,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40c1i98k
Mk12,28,0.214,0.45454545454545453,130.24818181818182,85.38,182.09,1.0,0.0,6.0,3.0,1.0,0.0,0.0,40c1i98k
Beryl M762,40,0.15,0.25,50.93875,41.05,75.62,0.0,0.0,6.0,2.0,0.0,0.0,0.0,vsiman001
Kar98k,7,0.143,0.5,111.765,111.52,112.01,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Spencer_Eriri
M416,20,0.05,0.0,60.17,60.17,60.17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Spencer_Eriri
ACE32,9,0.111,0.5,36.195,33.29,39.1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,BlueINewBie
P1911,14,0.214,0.6666666666666666,7.157777777777778,1.29,9.7,1.0,0.0,7.0,0.0,1.0,0.0,0.0,BlueINewBie
ACE32,29,0.034,0.0,52.32,52.32,52.32,0.0,0.0,0.0,1.0,0.0,0.0,0.0,JH16v2
DP-28,75,0.04,0.0,55.82666666666666,53.61,58.21,1.0,0.0,2.0,0.0,0.0,0.0,0.0,JH16v2
Mk12,9,0.222,0.0,54.010000000000005,25.6,82.42,0.0,0.0,2.0,0.0,0.0,0.0,0.0,JH16v2
M24,4,0.5,0.5,158.85,63.31,207.75,1.0,0.0,2.0,1.0,0.0,0.0,0.0,kbpgsckikd-001
Beryl M762,14,0.286,0.0,13.83,13.81,13.84,0.0,0.0,1.0,0.0,2.0,1.0,0.0,thuonglatrung
AUG,158,0.082,0.48,23.6652,3.24,43.72,4.0,0.0,16.0,0.0,1.0,4.0,0.0,Taras2
Frag Grenade,3,0.333,0.0,61.46,61.46,61.46,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Taras2
Mk12,110,0.045,0.0,182.87,1.43,269.31,1.0,0.0,3.0,0.0,0.0,1.0,0.0,Taras2
AUG,75,0.04,0.0,56.25333333333333,50.6,60.17,0.0,0.0,1.0,1.0,0.0,1.0,0.0,Da1Cong2Ming
Frag Grenade,4,0.25,0.0,28.23,28.23,28.23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Da1Cong2Ming
Mk12,43,0.233,0.23076923076923078,133.76615384615386,67.52,247.63,2.0,0.0,9.0,1.0,1.0,0.0,0.0,Da1Cong2Ming
M249,22,0.182,0.7777777777777778,6.706666666666667,3.69,8.63,0.0,0.0,15.0,3.0,0.0,0.0,0.0,Nkust_zhang
M416,132,0.023,0.85,34.143,28.54,54.46,2.0,0.0,3.0,4.0,1.0,10.0,0.0,Xi1o
Mk12,14,0.286,0.0,239.835,214.57,304.55,0.0,0.0,3.0,0.0,0.0,1.0,0.0,Xi1o
Frag Grenade,4,0.5,0.0,30.315,10.63,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Jinx_nn
Mk12,30,0.0,1.0,149.97,149.97,149.97,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Jinx_nn
AUG,119,0.067,0.6363636363636364,7.728181818181818,0.81,49.79,1.0,0.0,19.0,2.0,0.0,0.0,0.0,ConGa66
Beryl M762,21,0.0,1.0,25.68,25.68,25.68,0.0,0.0,1.0,0.0,0.0,0.0,0.0,qA45m0t4hR7U0
Mk14,84,0.071,0.0,216.9316666666667,2.72,272.9,2.0,0.0,3.0,0.0,1.0,0.0,0.0,qA45m0t4hR7U0
